,bizesNm,indsLclsNm,indsSclsNm,rdnmAdr,lon,lat
263,호랑이술상안암,음식,호프/맥주,서울특별시 동작구 상도로41길 7,126.949504200733,37.501714457259
264,켈리한솔플러스영어교습소,학문/교육,학원-입시,서울특별시 동작구 상도로53길 13,126.953080085492,37.4983312262152
265,지플랜,생활서비스,여성미용실,서울특별시 동작구 상도로37길 72,126.952745379468,37.498003881498
266,더크리에이티브,생활서비스,행사대행,서울특별시 동작구 상도로 295,126.949530730403,37.5014353680012
267,좋은일자리연구소,생활서비스,인력공급/고용알선,서울특별시 동작구 상도로 301,126.949944138312,37.5009885191088
268,호이차,음식,커피전문점/카페/다방,서울특별시 동작구 사당로 36,126.958296215223,37.4948902741355
269,엉클스,소매,액세서리판매,서울특별시 동작구 상도로47길 90,126.951926656015,37.5031776539513
270,화랑태권도전문도장,학문/교육,태권도장,서울특별시 동작구 매봉로 72,126.951599279953,37.5079863480246
271,상도종합설비인테리어,소매,인테리어/욕실용품/커튼,서울특별시 동작구 매봉로2길 14,126.952909540779,37.5073041632174
272,상도국수,음식,국수/만두/칼국수,서울특별시 동작구 상도로37길 55,126.951878153163,37.4993657854476
273,세이지잉글리쉬영어학원,학문/교육,서예/서화/미술,서울특별시 동작구 상도로53길 8,126.954040114668,37.5008536590257
274,찬영어학원,학문/교육,학원-외국어/어학,서울특별시 동작구 상도로 407,126.956219151234,37.4938087005055
275,끌리메,생활서비스,비만/피부관리,서울특별시 동작구 양녕로 282-1,126.950439261739,37.5043988841588
276,조선화로구이집,음식,한식/백반/한정식,서울특별시 동작구 상도로 263-6,126.947866808133,37.503952506134
277,긱스타PC방,관광/여가/오락,인터넷PC방,서울특별시 동작구 사당로 28,126.957436230114,37.494927740121
278,스타벅스,음식,커피전문점/카페/다방,서울특별시 동작구 상도로37길 1,126.948431169421,37.5032276822549
279,푸라닭치킨,음식,후라이드/양념치킨,서울특별시 동작구 상도로37길 60,126.951952675112,37.4988888903899
280,쌀돈,음식,동남아음식전문점,서울특별시 동작구 상도로60길 20,126.953386707101,37.4933781675726
281,위넌스터디카페,음식,커피전문점/카페/다방,서울특별시 동작구 상도로37길 81,126.953648753256,37.4972910468462
282,24스터디라운지서당,학문/교육,학원-서당,서울특별시 동작구 사당로 12,126.955644649769,37.495272335358
283,우부래도,음식,제과점,서울특별시 동작구 상도로37길 3,126.948635608199,37.5031664286434
284,구립상도어린이집,학문/교육,어린이집,서울특별시 동작구 양녕로36길 15,126.946405881509,37.502479785862
285,배달삼겹돼지되지,음식,갈비/삼겹살,서울특별시 동작구 상도로38가길 13,126.947409678268,37.5026779550577
286,맘스터치,음식,한식/백반/한정식,서울특별시 동작구 상도로 366,126.953509178476,37.4959472459329
287,고고씽R노래연습장,관광/여가/오락,노래방,서울특별시 동작구 사당로 24-1,126.957117744855,37.4950600865249
288,법률사무소명현,생활서비스,법무관련서비스-종합,서울특별시 동작구 상도로 297-1,126.949680767382,37.5012204503913
289,지에스GS25상도,소매,편의점,서울특별시 동작구 상도로41가길 15,126.950123293342,37.503540079997
290,설악고시원,학문/교육,고시원,서울특별시 동작구 사당로2길 2-32,126.959549898879,37.4941894924403
291,로얄공인중개사사무소,부동산,부동산중개,서울특별시 동작구 상도로53길 8,126.954040114668,37.5008536590257
292,초이스필라테스,관광/여가/오락,요가/단식,서울특별시 동작구 상도로 264,126.94711456696,37.5035583525859
293,당구매니아,관광/여가/오락,당구장,서울특별시 동작구 상도로61길 54,126.957757093162,37.4946242142083
294,감성스터디카페숭실대입,음식,커피전문점/카페/다방,서울특별시 동작구 상도로37길 60,126.951952675112,37.4988888903899
295,숭실탁구클럽,관광/여가/오락,탁구장,서울특별시 동작구 상도로62길 5,126.954363519786,37.494693340802
296,성원인테리어,소매,인테리어/욕실용품/커튼,서울특별시 동작구 상도로37길 48,126.951273662621,37.4997298506486
297,문커피,음식,커피전문점/카페/다방,서울특별시 동작구 상도로47가길 48,126.950191992042,37.5018647396776
298,항아리수제비,음식,국수/만두/칼국수,서울특별시 동작구 상도로37길 55,126.951867097023,37.4993476663585
299,아이사랑,생활서비스,인력공급/고용알선,서울특별시 동작구 상도로67길 12-24,126.957527153471,37.4940815549194
300,오케이통번역,생활서비스,번역/통역서비스,서울특별시 동작구 사당로2길 2-32,126.959721757103,37.4940288167852
301,김미연피아노스튜디오음악교습소,학문/교육,피아노/바이올린/기타,서울특별시 동작구 상도로60길 20,126.953386707101,37.4933781675726
302,한국체대태평양태권도장,학문/교육,태권도장,서울특별시 동작구 상도로53길 8,126.954040114668,37.5008536590257
303,김달인,음식,한식/백반/한정식,서울특별시 동작구 양녕로 286-1,126.950753385266,37.5045818845765
304,나비루,음식,음식점-일식,서울특별시 동작구 상도로37길 63,126.952486413583,37.4987314356405
305,영미네,음식,국수/만두/칼국수,서울특별시 동작구 상도로 331,126.951784189552,37.4988063009865
306,김혜영의리치스파,생활서비스,비만/피부관리,서울특별시 동작구 상도로49길 11,126.952117258078,37.4992507702944
307,낭만치맥,음식,후라이드/양념치킨,서울특별시 동작구 상도로 296,126.94895653246,37.501250050566
308,숭실대전자담배,소매,금연관련제품판매,서울특별시 동작구 상도로 353,126.953174081394,37.4972688204313
309,구백냥곱창,음식,곱창/양구이전문,서울특별시 동작구 상도로47길 4,126.951434873169,37.4995240403887
310,산들그린에프엔비,음식,한식/백반/한정식,서울특별시 동작구 상도로 372-3,126.953776666536,37.4954179956185
