,bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat,naver_keyword,naver_map_url,naver_store_type,naver_blog_review_qty
0,11749509,가마로강정,녹두거리점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102460049,1,대지,246,49,서울특별시 관악구 신림동 246-49,116204160321,서울특별시 관악구 대학길,47,,1162010200102460049005829,,서울특별시 관악구 대학길 47,151859,08814,,1,,126.937792488104,37.468604242181,가마로강정%20대학동,https://m.place.naver.com/restaurant/37450415,"치킨,닭강정",86.0
1,11753192,탁배기집,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115460002,1,대지,1546,2,서울특별시 관악구 신림동 1546-2,116204160765,서울특별시 관악구 호암로22길,52,,1162010200115460002005836,,서울특별시 관악구 호암로22길 52,151897,08819,,1,,126.935576654987,37.4686113337805,탁배기집%20대학동,https://m.place.naver.com/restaurant/1713811880,한식,31.0
3,11767638,일번지막창신림동본점,신림동본점,Q,음식,Q01,한식,Q01A03,곱창/양구이전문,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115560000,1,대지,1556,,서울특별시 관악구 신림동 1556,116204160768,서울특별시 관악구 호암로26가길,43,,1162010200115560000005731,관리형독서실,서울특별시 관악구 호암로26가길 43,151897,08812,,1,,126.933289161904,37.4688880527009,일번지막창신림동본점%20대학동,https://m.place.naver.com/restaurant/1597336037,"곱창,막창,양",80.0
4,11771039,덕봉식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115330005,1,대지,1533,5,서울특별시 관악구 신림동 1533-5,116204160767,서울특별시 관악구 호암로24길,24,,1162010200115330005005365,대학관고시텔,서울특별시 관악구 호암로24길 24,151895,08812,,1,,126.934455886238,37.4695203060221,덕봉식당%20대학동,https://m.place.naver.com/restaurant/38008347,한식,367.0
5,11782406,느티나무,도서관점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200200560001,2,산,56,1,서울특별시 관악구 신림동 산56-1,116203120001,서울특별시 관악구 관악로,1,,1162010100102390001031057,서울대학교,서울특별시 관악구 관악로 1,151742,08826,,,,126.959279517057,37.4680295491979,느티나무%20대학동,https://m.place.naver.com/restaurant/1735723231,"카페,디저트",396.0
6,11794401,몽닭발,,Q,음식,Q05,닭/오리요리,Q05A10,닭내장/닭발요리,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410057,1,대지,241,57,서울특별시 관악구 신림동 241-57,116204160500,서울특별시 관악구 신림로11길,11,5,1162010200102410057005380,,서울특별시 관악구 신림로11길 11-5,151858,08814,,,,126.939162043762,37.4700852622086,몽닭발%20대학동,https://m.place.naver.com/restaurant/21219566,닭발,57.0
7,11845526,킹스타피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115160002,1,대지,1516,2,서울특별시 관악구 신림동 1516-2,116203120005,서울특별시 관악구 신림로,107,,1162010200115160002005329,,서울특별시 관악구 신림로 107,151895,08813,,1,,126.937381010245,37.4705197849851,킹스타피자%20대학동,https://m.place.naver.com/restaurant/37838226,피자,87.0
8,11851386,대박집,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115320016,1,대지,1532,16,서울특별시 관악구 신림동 1532-16,116204160765,서울특별시 관악구 호암로22길,11,,1162010200115320016005548,목민당,서울특별시 관악구 호암로22길 11,151895,08812,,1,,126.933399379123,37.4690872792208,대박집%20대학동,https://m.place.naver.com/restaurant/1080672378,한식,310.0
12,11878467,지코바치킨신림1호점,신림1호점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115340000,1,대지,1534,,서울특별시 관악구 신림동 1534,116204160767,서울특별시 관악구 호암로24길,32,,1162010200115340000005506,,서울특별시 관악구 호암로24길 32,151895,08813,,1,,126.934863449556,37.4694789280159,지코바치킨신림1호점%20대학동,https://m.place.naver.com/restaurant/37672828,"치킨,닭강정",42.0
14,11915896,육회지존,서울대점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102460032,1,대지,246,32,서울특별시 관악구 신림동 246-32,116204160317,서울특별시 관악구 대학5길,6,,1162010200102460032005542,,서울특별시 관악구 대학5길 6,151859,08814,,1,,126.93798817282,37.4691556434314,육회지존%20대학동,https://m.place.naver.com/restaurant/13569180,"육류,고기요리",80.0
16,11924750,시스타,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115170001,1,대지,1517,1,서울특별시 관악구 신림동 1517-1,116204160769,서울특별시 관악구 호암로26길,72,,1162010200115170001007102,,서울특별시 관악구 호암로26길 72,151895,08813,,2,,126.937556812823,37.4700798500378,시스타%20대학동,https://m.place.naver.com/restaurant/38521023,바(BAR),1.0
18,11948686,통큰두마리찜닭&수원왕갈비통닭신림대학동점,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115200017,1,대지,1520,17,서울특별시 관악구 신림동 1520-17,116204160767,서울특별시 관악구 호암로24길,47,,1162010200115200017005485,,서울특별시 관악구 호암로24길 47,151895,08813,,1,,126.935789310185,37.469559354641,통큰두마리찜닭&수원왕갈비통닭신림대학동점%20대학동,https://m.place.naver.com/restaurant/1350512712,한식,2.0
20,11978891,위플래이스,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115330000,1,대지,1533,,서울특별시 관악구 신림동 1533,116204160767,서울특별시 관악구 호암로24길,22,,1162010200115330000005464,성광독서실,서울특별시 관악구 호암로24길 22,151895,08812,,-1,,126.934307790284,37.4696000651604,위플래이스%20대학동,https://m.place.naver.com/restaurant/1068677255,0,
21,11984796,더오믈렛,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115540002,1,대지,1554,2,서울특별시 관악구 신림동 1554-2,116204160508,서울특별시 관악구 신림로21길,40,,1162010200115540002005792,,서울특별시 관악구 신림로21길 40,151897,08819,,1,,126.935033073459,37.4686785200357,더오믈렛%20대학동,https://m.place.naver.com/restaurant/485787158,양식,66.0
23,12042487,엔제리너스,대학점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115200001,1,대지,1520,1,서울특별시 관악구 신림동 1520-1,116204160769,서울특별시 관악구 호암로26길,40,,1162010200115200001005334,모두랑하우스,서울특별시 관악구 호암로26길 40,151015,08813,,1,,126.935801571189,37.4702893177077,엔제리너스%20대학동,https://m.place.naver.com/restaurant/12785924,카페,1784.0
24,12078434,다니엘스키친,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115240002,1,대지,1524,2,서울특별시 관악구 신림동 1524-2,116204160510,서울특별시 관악구 신림로23길,20,9,1162010200115240002006995,,서울특별시 관악구 신림로23길 20-9,151015,08812,,,,126.934323490357,37.4700867751302,다니엘스키친%20대학동,https://m.place.naver.com/restaurant/993328199,돈가스,92.0
26,12120567,도미노피자신림점,신림점,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115150014,1,대지,1515,14,서울특별시 관악구 신림동 1515-14,116203120005,서울특별시 관악구 신림로,123,,1162010200115150014005313,,서울특별시 관악구 신림로 123,151895,08813,,1,,126.935625757866,37.4707292498618,도미노피자신림점%20대학동,https://m.place.naver.com/restaurant/11781795,피자,374.0
30,12450125,커피드림,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410022,1,대지,241,22,서울특별시 관악구 신림동 241-22,116203120005,서울특별시 관악구 신림로,91,,1162010200102410022005341,,서울특별시 관악구 신림로 91,151858,08814,,-1,,126.939068177271,37.4703277037053,커피드림%20대학동,https://m.place.naver.com/restaurant/1548869147,카페,56.0
32,12454975,홍콩반점0410신림고시촌점,신림고시촌점,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370001,1,대지,1537,1,서울특별시 관악구 신림동 1537-1,116204160767,서울특별시 관악구 호암로24길,66,,1162010200115370001005373,청운서당독서실,서울특별시 관악구 호암로24길 66,151895,08813,,2,,126.936777560348,37.4692258511461,홍콩반점0410신림고시촌점%20대학동,https://m.place.naver.com/restaurant/31729772,중식당,360.0
35,12507523,포도나무김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115190000,1,대지,1519,,서울특별시 관악구 신림동 1519,116204160769,서울특별시 관악구 호암로26길,48,,1162010200115190000005363,,서울특별시 관악구 호암로26길 48,151895,08813,,1,,126.936208882703,37.4702659538709,포도나무김밥%20대학동,https://m.place.naver.com/restaurant/740833036,김밥,429.0
36,12514900,포포인,서울대학교점,Q,음식,Q10,별식/퓨전요리,Q10A08,동남아음식전문점,I56119,기타 외국식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200100560001,1,대지,56,1,서울특별시 관악구 신림동 56-1,116203120001,서울특별시 관악구 관악로,1,,1162010100102390001031057,서울대학교,서울특별시 관악구 관악로 1,151019,,,,,126.959279517057,37.4680295491979,포포인%20대학동,https://m.place.naver.com/restaurant/1278500926,덮밥,218.0
39,12525875,소미당,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370007,1,대지,1537,7,서울특별시 관악구 신림동 1537-7,116204160318,서울특별시 관악구 대학6길,19,,1162010200115370007006988,서웅고시원룸,서울특별시 관악구 대학6길 19,151895,08813,,1,,126.936521793956,37.4689262020186,소미당%20대학동,https://m.place.naver.com/restaurant/1735376526,일식당,221.0
41,12534882,먹깨비김밥만두,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115200017,1,대지,1520,17,서울특별시 관악구 신림동 1520-17,116204160767,서울특별시 관악구 호암로24길,47,,1162010200115200017005485,,서울특별시 관악구 호암로24길 47,151895,08813,,,,126.935789310185,37.469559354641,먹깨비김밥만두%20대학동,https://m.place.naver.com/restaurant/1158839766,종합분식,575.0
42,12544426,장금이반찬&식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102520022,1,대지,252,22,서울특별시 관악구 신림동 252-22,116204160321,서울특별시 관악구 대학길,77,,1162010200102520022005678,,서울특별시 관악구 대학길 77,151859,08818,,,,126.937721567418,37.4672249933985,장금이반찬&식당%20대학동,https://m.place.naver.com/restaurant/1472081985,반찬가게,240.0
46,12597737,맘스터치대학동점,대학동점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102380010,1,대지,238,10,서울특별시 관악구 신림동 238-10,116203120005,서울특별시 관악구 신림로,89,,1162010200102380010007154,대일고시원,서울특별시 관악구 신림로 89,151858,08814,,1,,126.939509780853,37.4702776047928,맘스터치대학동점%20대학동,https://m.place.naver.com/restaurant/788861804,"치킨,닭강정",789.0
47,12599894,제이콥스테이블,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115250005,1,대지,1525,5,서울특별시 관악구 신림동 1525-5,116204160768,서울특별시 관악구 호암로26가길,8,,1162010200115250005005268,샘물교회,서울특별시 관악구 호암로26가길 8,151895,08812,,1,,126.933854543201,37.4704699973242,제이콥스테이블%20대학동,https://m.place.naver.com/restaurant/1006200845,"카페,디저트",119.0
48,12604960,쇼랜드치킨서울남부직영1호점,신림1호점,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102510051,1,대지,251,51,서울특별시 관악구 신림동 251-51,116204160321,서울특별시 관악구 대학길,57,,1162010200102510051005481,,서울특별시 관악구 대학길 57,151859,08818,,1,,126.937776255672,37.4681535697484,쇼랜드치킨서울남부직영1호점%20대학동,https://m.place.naver.com/restaurant/191099787,"치킨,닭강정",40.0
50,12609581,가마솥도시락,,Q,음식,Q07,패스트푸드,Q07A02,도시락전문점,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102440156,1,대지,244,156,서울특별시 관악구 신림동 244-156,116204160320,서울특별시 관악구 대학7길,49,,1162010200102440156005785,,서울특별시 관악구 대학7길 49,151859,08814,,1,,126.940402666633,37.4686907512393,가마솥도시락%20대학동,https://m.place.naver.com/restaurant/37374111,"도시락,컵밥",20.0
52,12617592,히포커피서울대점,서울대점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370001,1,대지,1537,1,서울특별시 관악구 신림동 1537-1,116204160767,서울특별시 관악구 호암로24길,66,,1162010200115370001005373,청운서당독서실,서울특별시 관악구 호암로24길 66,151895,08813,,1,,126.936777560348,37.4692258511461,히포커피서울대점%20대학동,https://m.place.naver.com/restaurant/1525554469,카페,145.0
53,12618656,카페녹다,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115380007,1,대지,1538,7,서울특별시 관악구 신림동 1538-7,116204160503,서울특별시 관악구 신림로15길,31,,1162010200115380007005448,해마루,서울특별시 관악구 신림로15길 31,151895,08813,,1,,126.937122785852,37.4687964516455,카페녹다%20대학동,https://m.place.naver.com/restaurant/38237693,"카페,디저트",681.0
54,12624559,고씨네카레신림대학동점,,Q,음식,Q03,일식/수산물,Q03A02,음식점-일식,I56113,일식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115150004,1,대지,1515,4,서울특별시 관악구 신림동 1515-4,116204160769,서울특별시 관악구 호암로26길,49,,1162010200115150004007147,,서울특별시 관악구 호암로26길 49,151895,08813,,1,,126.936387186571,37.470447769536,고씨네카레신림대학동점%20대학동,https://m.place.naver.com/restaurant/907305967,카레,115.0
55,12625106,카페인,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115350002,1,대지,1535,2,서울특별시 관악구 신림동 1535-2,116204160767,서울특별시 관악구 호암로24길,48,,1162010200115350018007120,,서울특별시 관악구 호암로24길 48,151895,08813,,1,,126.935758465359,37.4693428241826,카페인%20대학동,https://m.place.naver.com/restaurant/18732446,카페,153.0
57,12647999,철스뮤직,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102510312,1,대지,251,312,서울특별시 관악구 신림동 251-312,116204160320,서울특별시 관악구 대학7길,13,,1162010200102510312005867,,서울특별시 관악구 대학7길 13,151859,08814,,-1,,126.938529242413,37.4684666944393,철스뮤직%20대학동,https://m.place.naver.com/restaurant/1763494308,"맥주,호프",3.0
59,12664381,메가커피대학점,대학점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115250001,1,대지,1525,1,서울특별시 관악구 신림동 1525-1,116204160768,서울특별시 관악구 호암로26가길,2,,1162010200115250001007118,,서울특별시 관악구 호암로26가길 2,151895,08812,,1,,126.933986475746,37.4707324928712,메가커피대학점%20대학동,https://m.place.naver.com/restaurant/1001741177,카페,13.0
64,14159239,기똥찬수제햄버거&컵밥,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370014,1,대지,1537,14,서울특별시 관악구 신림동 1537-14,116204160504,서울특별시 관악구 신림로17길,45,,1162010200115370014005583,,서울특별시 관악구 신림로17길 45,151895,08813,,1,,126.936446244478,37.4686732272289,기똥찬수제햄버거&컵밥%20대학동,https://m.place.naver.com/restaurant/1642009071,햄버거,57.0
70,14354689,계경순대국,신림고시촌점,Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115560022,1,대지,1556,22,서울특별시 관악구 신림동 1556-22,116204160765,서울특별시 관악구 호암로22길,22,,1162010200115560022000001,아름다운교회,서울특별시 관악구 호암로22길 22,151897,08812,,,,126.933845201277,37.4687398921604,계경순대국%20대학동,https://m.place.naver.com/restaurant/1542401485,"순대,순댓국",397.0
73,15511524,구동커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370019,1,대지,1537,19,서울특별시 관악구 신림동 1537-19,116204160504,서울특별시 관악구 신림로17길,43,,1162010200115370019005758,,서울특별시 관악구 신림로17길 43,151895,08813,,,,126.936478622766,37.4687816450022,구동커피%20대학동,https://m.place.naver.com/restaurant/1144927419,카페,134.0
77,15671263,서울떡집,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115330004,1,대지,1533,4,서울특별시 관악구 신림동 1533-4,116204160510,서울특별시 관악구 신림로23길,36,,1162010200115330004005532,,서울특별시 관악구 신림로23길 36,151895,08812,,,,126.934582397984,37.4693682678682,서울떡집%20대학동,https://m.place.naver.com/restaurant/20887399,0,
80,15698721,스시건,,Q,음식,Q03,일식/수산물,Q03A03,음식점-초밥전문,I56113,일식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115220006,1,대지,1522,6,서울특별시 관악구 신림동 1522-6,116204160767,서울특별시 관악구 호암로24길,35,,1162010200115220006005458,청송빌딩,서울특별시 관악구 호암로24길 35,151895,08813,,,,126.935087089985,37.4696521437799,스시건%20대학동,https://m.place.naver.com/restaurant/37868771,"초밥,롤",67.0
90,16013018,투썸플레이스신림녹두거리점,신림녹두거리점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115150000,1,대지,1515,,서울특별시 관악구 신림동 1515,116203120005,서울특별시 관악구 신림로,127,,1162010200115150000005309,,서울특별시 관악구 신림로 127,151895,08813,,,,126.935229108334,37.4707977603718,투썸플레이스신림녹두거리점%20대학동,https://m.place.naver.com/restaurant/1217995767,카페,467.0
92,16015508,VALUTO,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115240005,1,대지,1524,5,서울특별시 관악구 신림동 1524-5,116204160510,서울특별시 관악구 신림로23길,28,,1162010200115240005005433,,서울특별시 관악구 신림로23길 28,151895,08812,,1,,126.934678758659,37.4697475787821,VALUTO%20대학동,https://m.place.naver.com/restaurant/37915691,"카페,디저트",477.0
93,16032991,비에이블스터디카페샤로수길센터,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115180019,1,대지,1518,19,서울특별시 관악구 신림동 1518-19,116204160767,서울특별시 관악구 호암로24길,63,,1162010200115180019005368,,서울특별시 관악구 호암로24길 63,151895,08813,,,,126.936627680614,37.4694317445556,비에이블스터디카페샤로수길센터%20대학동,https://m.place.naver.com/restaurant/1562402741,0,
96,16066256,미스터보쌈5379,녹두거리점,Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115170029,1,대지,1517,29,서울특별시 관악구 신림동 1517-29,116204160321,서울특별시 관악구 대학길,22,,1162010200115170029005435,,서울특별시 관악구 대학길 22,151895,08813,,,,126.937776169825,37.4697574432009,미스터보쌈5379%20대학동,https://m.place.naver.com/restaurant/112116907,"족발,보쌈",65.0
97,16067113,미스사이공,신림대학동점,Q,음식,Q10,별식/퓨전요리,Q10A08,동남아음식전문점,I56119,기타 외국식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102510021,1,대지,251,21,서울특별시 관악구 신림동 251-21,116204160320,서울특별시 관악구 대학7길,17,,1162010200102510021005840,,서울특별시 관악구 대학7길 17,151859,08814,,,,126.938686851789,37.4685131628307,미스사이공%20대학동,https://m.place.naver.com/restaurant/38676274,베트남음식,538.0
98,16067527,담소소사골순대,서울대점,Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115370000,1,대지,1537,,서울특별시 관악구 신림동 1537,116204160767,서울특별시 관악구 호암로24길,64,,1162010200115370000005571,,서울특별시 관악구 호암로24길 64,151895,08813,,,,126.936584891844,37.4692601594445,담소소사골순대%20대학동,https://m.place.naver.com/restaurant/1555969019,"순대,순댓국",154.0
100,16092432,쏙만두,신림점,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102460023,1,대지,246,23,서울특별시 관악구 신림동 246-23,116204160321,서울특별시 관악구 대학길,35,,1162010200102460023005549,,서울특별시 관악구 대학길 35,151859,08814,,,,126.937796524884,37.4691178786514,쏙만두%20대학동,https://m.place.naver.com/restaurant/1187410772,만두,18.0
107,16143924,박자연착한음식이야기,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115540002,1,대지,1554,2,서울특별시 관악구 신림동 1554-2,116204160508,서울특별시 관악구 신림로21길,40,,1162010200115540002005792,,서울특별시 관악구 신림로21길 40,151897,08819,,,,126.935033073459,37.4686785200357,박자연착한음식이야기%20대학동,https://m.place.naver.com/restaurant/1527745640,한식,58.0
112,16207221,부리또리꼬,,Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115460000,1,대지,1546,,서울특별시 관악구 신림동 1546,116204160508,서울특별시 관악구 신림로21길,39,,1162010200115460000005796,,서울특별시 관악구 신림로21길 39,151897,08819,,,,126.935259651064,37.4686445198176,부리또리꼬%20대학동,https://m.place.naver.com/restaurant/1493327833,"멕시코,남미음식",892.0
113,16207931,녹두마을,신림본점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410067,1,대지,241,67,서울특별시 관악구 신림동 241-67,116204160500,서울특별시 관악구 신림로11길,17,,1162010200102410067005223,이레,서울특별시 관악구 신림로11길 17,151858,08814,,,,126.938975868746,37.4696600957206,녹두마을%20대학동,https://m.place.naver.com/restaurant/1512446073,0,
114,16209979,상하이,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115540002,1,대지,1554,2,서울특별시 관악구 신림동 1554-2,116204160508,서울특별시 관악구 신림로21길,40,,1162010200115540002005792,,서울특별시 관악구 신림로21길 40,151897,08819,,,,126.935033073459,37.4686785200357,상하이%20대학동,https://m.place.naver.com/restaurant/1658513070,중식당,13.0
118,16317579,백채김치찌개,대학동점,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115330018,1,대지,1533,18,서울특별시 관악구 신림동 1533-18,116204160767,서울특별시 관악구 호암로24길,22,,1162010200115330000005464,,서울특별시 관악구 호암로24길 22,151895,08812,,,,126.934307790284,37.4696000651604,백채김치찌개%20대학동,https://m.place.naver.com/restaurant/1624594525,"찌개,전골",107.0
121,16340316,쿠버타코,,Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410022,1,대지,241,22,서울특별시 관악구 신림동 241-22,116203120005,서울특별시 관악구 신림로,91,,1162010200102410022005341,,서울특별시 관악구 신림로 91,151858,08814,,,,126.939068177271,37.4703277037053,쿠버타코%20대학동,https://m.place.naver.com/restaurant/38467139,"멕시코,남미음식",265.0
123,16379085,꼴목,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115220005,1,대지,1522,5,서울특별시 관악구 신림동 1522-5,116204160510,서울특별시 관악구 신림로23길,29,,1162010200115220005005456,,서울특별시 관악구 신림로23길 29,151895,08813,,1,,126.93491728229,37.4696686343221,꼴목%20대학동,https://m.place.naver.com/restaurant/1510583503,포장마차,103.0
128,16432072,제이김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200200560001,2,산,56,1,서울특별시 관악구 신림동 산56-1,116203120001,서울특별시 관악구 관악로,1,,1162010100102390001031057,서울대학교,서울특별시 관악구 관악로 1,151742,08826,,,,126.959279517057,37.4680295491979,제이김밥%20대학동,https://m.place.naver.com/restaurant/1215028340,김밥,294.0
