,bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat,naver_keyword,naver_map_url,naver_store_type,naver_blog_review_qty
485,20658076,순두부집,,Q,음식,Q01,한식,Q01A15,순두부전문,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102100000,1,대지,210,,서울특별시 관악구 신림동 210,116203120005,서울특별시 관악구 신림로,23,,1162010200102100000007306,관악산휴게소,서울특별시 관악구 신림로 23,151015,08825,,,,126.94549702368,37.4681776713142,순두부집%20대학동,https://m.place.naver.com/restaurant/37207218,두부요리,412.0
486,20659883,퀴즈노스,서울대기숙사점,Q,음식,Q07,패스트푸드,Q07A05,샌드위치전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200200560001,2,산,56,1,서울특별시 관악구 신림동 산56-1,116203120001,서울특별시 관악구 관악로,1,,1162010100102390001031057,서울대학교,서울특별시 관악구 관악로 1,151742,08826,,-2,,126.959279517057,37.4680295491979,퀴즈노스%20대학동,https://m.place.naver.com/restaurant/1188191301,샌드위치,14.0
487,20667127,성빈각,,Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102200023,1,대지,220,23,서울특별시 관악구 신림동 220-23,116204160521,서울특별시 관악구 신림로3가길,10,,1162010200102200023005759,,서울특별시 관악구 신림로3가길 10,151015,08815,,,,126.944132266281,37.4687601793224,성빈각%20대학동,https://m.place.naver.com/restaurant/1614491079,중식당,72.0
489,20670352,한양왕족발,,Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410024,1,대지,241,24,서울특별시 관악구 신림동 241-24,116204160500,서울특별시 관악구 신림로11길,20,,1162010200102410024005439,,서울특별시 관악구 신림로11길 20,151858,08814,,1,,126.938705604158,37.469585584322,한양왕족발%20대학동,https://m.place.naver.com/restaurant/1877727002,"족발,보쌈",65.0
490,20672579,성호분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102300001,1,대지,230,1,서울특별시 관악구 신림동 230-1,116204160551,서울특별시 관악구 신림로7가길,4,,1162010200102300001005411,,서울특별시 관악구 신림로7가길 4,151858,08815,,1,,126.941742429848,37.4698831375122,성호분식%20대학동,https://m.place.naver.com/restaurant/1767809985,종합분식,16.0
493,20836717,백가집,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115240010,1,대지,1524,10,서울특별시 관악구 신림동 1524-10,116204160767,서울특별시 관악구 호암로24길,11,,1162010200115240010005387,오성빌딩,서울특별시 관악구 호암로24길 11,151895,08812,,1,,126.933894979852,37.4700108254285,백가집%20대학동,https://m.place.naver.com/restaurant/1729586478,"백반,가정식",65.0
495,20863393,떡본김에분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102570022,1,대지,257,22,서울특별시 관악구 신림동 257-22,116204160504,서울특별시 관악구 신림로17길,62,,1162010200102570022005985,,서울특별시 관악구 신림로17길 62,151015,08819,,,,126.936184540294,37.4679950816894,떡본김에분식%20대학동,https://m.place.naver.com/restaurant/1452378521,떡볶이,35.0
519,22917403,만두마루,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115160007,1,대지,1516,7,서울특별시 관악구 신림동 1516-7,116204160769,서울특별시 관악구 호암로26길,63,,1162010200115160007005343,,서울특별시 관악구 호암로26길 63,151895,08813,,1,,126.937213879787,37.4703470818329,만두마루%20대학동,https://m.place.naver.com/restaurant/38522373,한식,68.0
534,23206464,쿠바,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115180002,1,대지,1518,2,서울특별시 관악구 신림동 1518-2,116204160769,서울특별시 관악구 호암로26길,64,,1162010200115180002007365,,서울특별시 관악구 호암로26길 64,151895,08813,,-1,,126.93718252032,37.4701665892257,쿠바%20대학동,https://m.place.naver.com/restaurant/1136183514,양식,1749.0
538,23244246,맛닭꼬신림녹두점,신림녹두점,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115190021,1,대지,1519,21,서울특별시 관악구 신림동 1519-21,116204160767,서울특별시 관악구 호암로24길,51,,1162010200115190021006992,,서울특별시 관악구 호암로24길 51,151895,08813,,1,,126.936027449004,37.4695074360413,맛닭꼬신림녹두점%20대학동,https://m.place.naver.com/restaurant/34347350,"치킨,닭강정",288.0
540,23308266,리오,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115420014,1,대지,1542,14,서울특별시 관악구 신림동 1542-14,116204160504,서울특별시 관악구 신림로17길,59,,1162010200115420014005664,동원빌딩,서울특별시 관악구 신림로17길 59,151015,08819,,,,126.936409711255,37.4680601824077,리오%20대학동,https://m.place.naver.com/restaurant/1803220098,모텔,1.0
541,23315732,컵앤커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102510254,1,대지,251,254,서울특별시 관악구 신림동 251-254,116204160500,서울특별시 관악구 신림로11길,139,,1162010200102510254007238,혜민빌딩,서울특별시 관악구 신림로11길 139,151015,08817,,,,126.940142902187,37.4646697231378,컵앤커피%20대학동,https://m.place.naver.com/restaurant/1983267165,카페,1.0
544,23347002,초밥집,,Q,음식,Q03,일식/수산물,Q03A03,음식점-초밥전문,I56113,일식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115250007,1,대지,1525,7,서울특별시 관악구 신림동 1525-7,116203000029,서울특별시 관악구 호암로,596,,1162010200115250007005271,,서울특별시 관악구 호암로 596,151895,08812,,1,,126.933561289937,37.4704222983226,초밥집%20대학동,https://m.place.naver.com/restaurant/19862388,"초밥,롤",1664.0
551,23482603,계경순대국신림고시촌점,신림고시촌점,Q,음식,Q10,별식/퓨전요리,Q10A05,순대전문점,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115350015,1,대지,1535,15,서울특별시 관악구 신림동 1535-15,116204160765,서울특별시 관악구 호암로22길,49,,1162010200115350015005746,,서울특별시 관악구 호암로22길 49,151895,08813,,1,,126.935460811061,37.4688085217878,계경순대국신림고시촌점%20대학동,https://m.place.naver.com/restaurant/37755560,"순대,순댓국",59.0
552,23484861,카페오아시아,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102090001,1,대지,209,1,서울특별시 관악구 신림동 209-1,116204160522,서울특별시 관악구 신림로3길,35,,1162010200102090001006942,관악문화관도서관,서울특별시 관악구 신림로3길 35,151015,08825,,,,126.944849664394,37.4675862074923,카페오아시아%20대학동,https://m.place.naver.com/restaurant/1911048461,"카페,디저트",49.0
553,23486357,가네샤,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115380014,1,대지,1538,14,서울특별시 관악구 신림동 1538-14,116204160321,서울특별시 관악구 대학길,46,,1162010200115380014005788,,서울특별시 관악구 대학길 46,151895,08813,,2,,126.93754253992,37.4686921003066,가네샤%20대학동,https://m.place.naver.com/restaurant/35874285,인도음식,237.0
556,23507361,락락,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102420006,1,대지,242,6,서울특별시 관악구 신림동 242-6,116204160317,서울특별시 관악구 대학5길,18,,1162010200102420006005218,,서울특별시 관악구 대학5길 18,151859,08814,,1,,126.938711590855,37.4691621432095,락락%20대학동,https://m.place.naver.com/restaurant/37033455,"맥주,호프",12.0
563,23659203,정다래함박스텍,,Q,음식,Q06,양식,Q06A07,기타전문서양음식점,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115140010,1,대지,1514,10,서울특별시 관악구 신림동 1514-10,116203120005,서울특별시 관악구 신림로,133,,1162010200115140010005302,,서울특별시 관악구 신림로 133,151895,08812,,1,,126.934457775041,37.4709800280864,정다래함박스텍%20대학동,https://m.place.naver.com/restaurant/36679943,한식,578.0
614,24890923,CUP&COFFEE,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102510254,1,대지,251,254,서울특별시 관악구 신림동 251-254,116204160500,서울특별시 관악구 신림로11길,139,,1162010200102510254007238,혜민빌딩,서울특별시 관악구 신림로11길 139,151015,08817,하,1,,126.940142902187,37.4646697231378,CUP&COFFEE%20대학동,https://m.place.naver.com/restaurant/32799970,"맥주,호프",10.0
632,25371485,구동커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115360011,1,대지,1536,11,서울특별시 관악구 신림동 1536-11,116204160504,서울특별시 관악구 신림로17길,42,,1162010200115360011005453,,서울특별시 관악구 신림로17길 42,151895,08813,,1,,126.936183969803,37.4688330557441,구동커피%20대학동,https://m.place.naver.com/restaurant/1144927419,카페,134.0
634,25623630,다케,,Q,음식,Q06,양식,Q06A02,돈가스전문점,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102520004,1,대지,252,4,서울특별시 관악구 신림동 252-4,116204160321,서울특별시 관악구 대학길,71,,1162010200102520004006075,,서울특별시 관악구 대학길 71,151859,08818,,,,126.937751524819,37.4675045891934,다케%20대학동,https://m.place.naver.com/restaurant/13574865,돈가스,34.0
643,26040630,굿베이커리,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115170019,1,대지,1517,19,서울특별시 관악구 신림동 1517-19,116204160767,서울특별시 관악구 호암로24길,73,,1162010200115170019005555,청운고시원,서울특별시 관악구 호암로24길 73,151895,08813,,1,,126.93725051795,37.4693562533324,굿베이커리%20대학동,https://m.place.naver.com/restaurant/1353065284,"제과,제빵",124.0
644,26081314,다케돈까스,,Q,음식,Q06,양식,Q06A01,정통양식/경양식,I56114,서양식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102520004,1,대지,252,4,서울특별시 관악구 신림동 252-4,116204160321,서울특별시 관악구 대학길,71,,1162010200102520004006075,,서울특별시 관악구 대학길 71,151859,08818,,1,,126.937751524819,37.4675045891934,다케돈까스%20대학동,https://m.place.naver.com/restaurant/13574865,돈가스,34.0
647,26131719,루나,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115420003,1,대지,1542,3,서울특별시 관악구 신림동 1542-3,116204160765,서울특별시 관악구 호암로22길,76,,1162010200115420003005864,,서울특별시 관악구 호암로22길 76,151897,08819,,-1,,126.936912870632,37.4684521631263,루나%20대학동,https://m.place.naver.com/restaurant/1043267128,0,
648,26132998,롯데리아,서울대점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200200560001,2,산,56,1,서울특별시 관악구 신림동 56-1,116203120001,서울특별시 관악구 관악로,1,,1162010100102390001031057,서울대학교,서울특별시 관악구 관악로 1,151742,08826,,2,,126.959279517057,37.4680295491979,롯데리아%20대학동,https://m.place.naver.com/restaurant/11825064,햄버거,3762.0
649,26148893,명동칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410085,1,대지,241,85,서울특별시 관악구 신림동 241-85,116204160321,서울특별시 관악구 대학길,17,,1162010200102410085005424,,서울특별시 관악구 대학길 17,151858,08814,,,,126.938159341682,37.4698419819438,명동칼국수%20대학동,https://m.place.naver.com/restaurant/19475017,"칼국수,만두",714.0
654,26232810,서울목살,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102410108,1,대지,241,108,서울특별시 관악구 신림동 241-108,116204160317,서울특별시 관악구 대학5길,9,,1162010200102410108005530,,서울특별시 관악구 대학5길 9,151858,08814,,,,126.938267572243,37.4693834175404,서울목살%20대학동,https://m.place.naver.com/restaurant/36196137,돼지고기구이,288.0
658,26375832,장군왕족발보쌈,,Q,음식,Q01,한식,Q01A08,족발/보쌈전문,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102500021,1,대지,250,21,서울특별시 관악구 신림동 250-21,116204160321,서울특별시 관악구 대학길,58,3,1162010200102500021005978,,서울특별시 관악구 대학길 58-3,151859,08819,,1,,126.937450246654,37.4680244911864,장군왕족발보쌈%20대학동,https://m.place.naver.com/restaurant/38268973,"족발,보쌈",22.0
675,27333365,의정부부대찌개,,Q,음식,Q01,한식,Q01A07,부대찌개/섞어찌개,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115150004,1,대지,1515,4,서울특별시 관악구 신림동 1515-4,116204160769,서울특별시 관악구 호암로26길,49,,1162010200115150004007147,,서울특별시 관악구 호암로26길 49,151015,08813,,,,126.936387186571,37.470447769536,의정부부대찌개%20대학동,https://m.place.naver.com/restaurant/1049209642,"찌개,전골",1.0
688,28231952,아이엠커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200115150014,1,대지,1515,14,서울특별시 관악구 신림동 1515-14,116203120005,서울특별시 관악구 신림로,123,,1162010200115150014005313,,서울특별시 관악구 신림로 123,151895,08813,,-1,,126.935625757866,37.4707292498618,아이엠커피%20대학동,https://m.place.naver.com/restaurant/21206616,"차,커피",4.0
696,4863475,전주식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102100000,1,대지,210,,서울특별시 관악구 신림동 210,116203120005,서울특별시 관악구 신림로,23,,1162010200102100000007306,관악산휴게소,서울특별시 관악구 신림로 23,151015,08825,,,,126.94549702368,37.4681776713142,전주식당%20대학동,https://m.place.naver.com/restaurant/20879876,한식,371.0
697,5373379,광장휴게소,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11620,관악구,1162073500,대학동,1162010200,신림동,1162010200102100000,1,대지,210,,서울특별시 관악구 신림동 210,116203120005,서울특별시 관악구 신림로,23,,1162010200102100000007306,관악산휴게소,서울특별시 관악구 신림로 23,151015,08825,,1,,126.94549702368,37.4681776713142,광장휴게소%20대학동,https://m.place.naver.com/restaurant/18717440,0,
