,bizesNm,indsLclsNm,indsSclsNm,rdnmAdr,lon,lat
157,강성준탁구클럽,관광/여가/오락,탁구장,서울특별시 관악구 신림로 91,126.939068177271,37.4703277037053
158,아성당구장,관광/여가/오락,당구장,서울특별시 관악구 호암로24길 41,126.935483350262,37.469610661769
159,에이플러스당구장,관광/여가/오락,당구장,서울특별시 관악구 호암로24길 77,126.937590386013,37.4693052464922
160,송가네감자탕보쌈,음식,해장국/감자탕,서울특별시 관악구 대학14길 7,126.937239407908,37.4661484044687
161,카페코지,음식,커피전문점/카페/다방,서울특별시 관악구 신림로17길 20,126.936519312352,37.469899316676
162,안다미로1514,음식,정통양식/경양식,서울특별시 관악구 신림로 137,126.934037236406,37.4711384243766
163,아강발,음식,한식/백반/한정식,서울특별시 관악구 신림로11길 56,126.93867137824,37.468008434108
164,김충기꽃삼겹,음식,갈비/삼겹살,서울특별시 관악구 신림로23길 53,126.934672901464,37.4685671469798
165,아강발,음식,한식/백반/한정식,서울특별시 관악구 대학14길 18,126.936828546546,37.4664240349918
166,고메스테이크,음식,정통양식/경양식,서울특별시 관악구 대학길 65,126.937794187883,37.4676851833433
167,등꺼비식당,음식,갈비/삼겹살,서울특별시 관악구 대학14길 18,126.936828546546,37.4664240349918
168,청담동민석쌤,생활서비스,여성미용실,서울특별시 관악구 신림로23길 28,126.934678758659,37.4697475787821
169,고피자,음식,피자전문,서울특별시 관악구 신림로23길 29,126.93491728229,37.4696686343221
170,와와한식,음식,한식/백반/한정식,서울특별시 관악구 대학5길 23,126.939013981445,37.4693630904771
171,한태섭부동산,부동산,부동산중개,서울특별시 관악구 호암로24길 22,126.934307790284,37.4696000651604
172,열매공인중개사사무소,부동산,부동산중개,서울특별시 관악구 대학7길 17,126.938686851789,37.4685131628307
173,황비홍마라탕,음식,중국음식/중국집,서울특별시 관악구 호암로22길 52,126.935576654987,37.4686113337805
174,라이프크린,생활서비스,세탁소/빨래방,서울특별시 관악구 대학길 90,126.937447150701,37.4666458520265
175,매일식당,음식,한식/백반/한정식,서울특별시 관악구 신림로23길 16,126.934464937019,37.4704755033181
176,아라,음식,정통양식/경양식,서울특별시 관악구 호암로22길 73,126.936819126689,37.4686855934412
177,서울홈케어,생활서비스,세탁대행,서울특별시 관악구 신림로23길 73-3,126.934651010251,37.467719959962
178,위넌스터디,음식,커피전문점/카페/다방,서울특별시 관악구 신림로11길 17,126.938975868746,37.4696600957206
179,녹두상회,음식,소주방/포장마차,서울특별시 관악구 신림로11길 18-7,126.938401174912,37.4695287864212
180,한올헤어,생활서비스,여성미용실,서울특별시 관악구 대학길 22,126.937776169825,37.4697574432009
181,미인브레드,음식,제과점,서울특별시 관악구 호암로26길 7,126.934096953296,37.4709137000103
182,프로키친,음식,라면김밥분식,서울특별시 관악구 신림로11길 11-5,126.939162043762,37.4700852622086
183,개성진찹쌀순대,음식,순대전문점,서울특별시 관악구 호암로26길 53,126.936568299353,37.4704313786384
184,SUM,음식,호프/맥주,서울특별시 관악구 호암로24길 67,126.936990028687,37.4693899522812
185,쌉정,음식,호프/맥주,서울특별시 관악구 대학6길 13,126.936872581084,37.4689023270911
186,족복,생활서비스,비만/피부관리,서울특별시 관악구 대학길 16,126.937885380452,37.470028740765
187,봉자라떼,음식,커피전문점/카페/다방,서울특별시 관악구 신림로11길 18,126.938725918341,37.4697479563014
188,테이스티컬렉션,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 52,126.935576654987,37.4686113337805
189,더진국,음식,한식/백반/한정식,서울특별시 관악구 신림로11길 17,126.938975868746,37.4696600957206
190,모두의공간,음식,한식/백반/한정식,서울특별시 관악구 관악로 1,126.959279517057,37.4680295491979
191,301푸드코트,음식,한식/백반/한정식,서울특별시 관악구 관악로 1,126.959279517057,37.4680295491979
192,꼴목,음식,라면김밥분식,서울특별시 관악구 신림로 81,126.94032236685,37.4703750003241
193,삼신,음식,음식점-일식,서울특별시 관악구 대학7길 2,126.937784499355,37.4683698965846
194,밀크팅,음식,커피전문점/카페/다방,서울특별시 관악구 호암로24길 57,126.936378494287,37.4694655438712
195,하륜일만족발,음식,족발/보쌈전문,서울특별시 관악구 호암로22길 82,126.937275086282,37.4684193792779
196,GS,소매,편의점,서울특별시 관악구 신림로19길 46-8,126.935228041342,37.4684820454767
197,더벤티,음식,커피전문점/카페/다방,서울특별시 관악구 대학길 35,126.937796524884,37.4691178786514
198,기똥찬수제버거앤컵밥,음식,정통양식/경양식,서울특별시 관악구 신림로17길 45,126.936446244478,37.4686732272289
199,욜로PC까페,관광/여가/오락,인터넷PC방,서울특별시 관악구 신림로23길 29,126.93491728229,37.4696686343221
200,힐리,음식,정통양식/경양식,서울특별시 관악구 호암로22길 60,126.936142969893,37.4685353391692
201,알럽,음식,호프/맥주,서울특별시 관악구 신림로17길 56,126.936192651707,37.4682204179514
202,내친구김밥,음식,라면김밥분식,서울특별시 관악구 신림로17길 62,126.936184540294,37.4679950816894
203,피씨라인,소매,컴퓨터/주변기기,서울특별시 관악구 대학길 52,126.937537357225,37.4682595482716
204,"웃어봐,함박",음식,정통양식/경양식,서울특별시 관악구 호암로22길 61,126.936197188281,37.4686980168246
205,이마트,소매,편의점,서울특별시 관악구 신림로17길 34,126.936325040964,37.469248810034
206,월남선생,음식,한식/백반/한정식,서울특별시 관악구 관악로 1,126.959279517057,37.4680295491979
207,커피에반하다,음식,커피전문점/카페/다방,서울특별시 관악구 신림로19길 30,126.935694476941,37.469071932015
208,몽실이푸드,음식,한식/백반/한정식,서울특별시 관악구 신림로11길 72,126.938614004035,37.4672690551395
209,홈바,음식,정통양식/경양식,서울특별시 관악구 호암로24가길 7,126.934265006752,37.4694284792943
210,가온도시락,음식,도시락전문점,서울특별시 관악구 대학6길 10,126.937176241197,37.4690131851687
211,풍경애,음식,한식/백반/한정식,서울특별시 관악구 대학길 42,126.937563616456,37.4688004161708
212,이디야커피,음식,커피전문점/카페/다방,서울특별시 관악구 호암로26길 17,126.934596871725,37.4707379982163
213,정가는이모네포차,음식,소주방/포장마차,서울특별시 관악구 신림로17길 66,126.936176045894,37.4677967735603
214,브하브,음식,정통양식/경양식,서울특별시 관악구 대학7길 24,126.938892858396,37.4683348023641
215,미남계치킨,음식,호프/맥주,서울특별시 관악구 대학6길 10,126.937176241197,37.4690131851687
216,멕시카나치킨,음식,후라이드/양념치킨,서울특별시 관악구 호암로26길 74,126.937636065131,37.4700715520892
217,동명수산,음식,횟집,서울특별시 관악구 신림로11길 18-20,126.938150587081,37.4696616927013
218,스테이펍,음식,한식/백반/한정식,서울특별시 관악구 호암로24길 76,126.93737791657,37.469141146418
219,버거펍,음식,정통양식/경양식,서울특별시 관악구 대학7길 17,126.938686851789,37.4685131628307
220,훌랄라참숯바베큐,음식,호프/맥주,서울특별시 관악구 호암로22길 60,126.936142969893,37.4685353391692
221,쿨케이pc방,관광/여가/오락,인터넷PC방,서울특별시 관악구 대학14길 18,126.936828546546,37.4664240349918
222,라이후쿠,음식,음식점-일식,서울특별시 관악구 신림로17길 57,126.936384934744,37.4682131383895
223,어스,음식,호프/맥주,서울특별시 관악구 신림로11길 18,126.938725918341,37.4697479563014
224,장땡포차&꼬꼬랜드,음식,소주방/포장마차,서울특별시 관악구 대학5길 17,126.938697357771,37.4693692575513
225,코튼캔디,음식,정통양식/경양식,서울특별시 관악구 대학6길 14,126.93691562551,37.469055893354
226,연아초밥,음식,음식점-초밥전문,서울특별시 관악구 신림로 81,126.94032236685,37.4703750003241
227,승승,음식,커피전문점/카페/다방,서울특별시 관악구 대학길 31,126.937884402584,37.4692988791761
228,미소김밥,음식,라면김밥분식,서울특별시 관악구 대학길 46,126.93754253992,37.4686921003066
229,마나부,음식,음식점-일식,서울특별시 관악구 호암로22길 73,126.936819126689,37.4686855934412
230,스시현,음식,음식점-초밥전문,서울특별시 관악구 호암로24길 76,126.93737791657,37.469141146418
231,이층술집,음식,호프/맥주,서울특별시 관악구 대학길 41,126.937857376097,37.468812067658
232,쪽찌,음식,한식/백반/한정식,서울특별시 관악구 대학5길 29,126.9394776771,37.4693492321284
233,국수나무,음식,국수/만두/칼국수,서울특별시 관악구 대학길 59,126.937789726102,37.4680005118199
234,비울김밥,음식,라면김밥분식,서울특별시 관악구 대학14길 22,126.936544823223,37.4665025766492
235,공유주방서로다함께,음식,한식/백반/한정식,서울특별시 관악구 대학2길 14,126.937173512921,37.470004318716
236,사랑마라탕,음식,중국음식/중국집,서울특별시 관악구 호암로26가길 12,126.93378838531,37.4703522635507
237,제이에스푸드,음식,호프/맥주,서울특별시 관악구 신림로11길 68,126.938645493286,37.4674405381005
238,탄불이,음식,한식/백반/한정식,서울특별시 관악구 대학14길 18,126.936828546546,37.4664240349918
239,3SPC,관광/여가/오락,인터넷PC방,서울특별시 관악구 호암로24길 77,126.937590386013,37.4693052464922
240,포크플레이트,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 52,126.935576654987,37.4686113337805
241,블루포트,음식,커피전문점/카페/다방,서울특별시 관악구 관악로 1,126.959279517057,37.4680295491979
242,트라토리아초이,음식,정통양식/경양식,서울특별시 관악구 호암로26길 49,126.936387186571,37.470447769536
243,라온한식당,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 61,126.936197188281,37.4686980168246
244,봉자한끼,음식,한식/백반/한정식,서울특별시 관악구 대학길 109,126.937740689541,37.4658735853703
245,스키나스시,음식,음식점-초밥전문,서울특별시 관악구 신림로 91,126.939068177271,37.4703277037053
246,라오니피자,음식,피자전문,서울특별시 관악구 대학7길 6,126.937987576135,37.4683987535673
247,시장초밥,음식,음식점-초밥전문,서울특별시 관악구 대학길 26,126.937699212849,37.4696035723743
248,이스타PC방,관광/여가/오락,인터넷PC방,서울특별시 관악구 신림로23길 20-11,126.934175648982,37.4701485153338
249,배스킨라빈스,음식,아이스크림판매,서울특별시 관악구 신림로 115,126.936451944471,37.470664605062
250,엠에스에프앤비,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 81,126.937272662932,37.4685905575457
251,푸드베이,음식,호프/맥주,서울특별시 관악구 호암로22길 2,126.932789765317,37.4690277116849
252,따로닭,음식,호프/맥주,서울특별시 관악구 대학길 47,126.937792488104,37.468604242181
253,전설의떡볶이,음식,떡볶이전문,서울특별시 관악구 대학5길 18,126.938711590855,37.4691621432095
254,수성상회푸드웰점,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 25,126.934169671903,37.4689770930801
255,한끼뚝딱,음식,한식/백반/한정식,서울특별시 관악구 호암로22길 52,126.935576654987,37.4686113337805
256,도어즈,음식,호프/맥주,서울특별시 관악구 호암로22길 72,126.936731890308,37.4684595452512
